id,name,address,city,state,phone,website,source,source_url,keyword,confidence_score,collected_at
"cmp-bcd3b8c3","Randstad - Manufacturing & Logistics","3601 Regent Blvd Suite 120, Irving, TX 75063, USA","Irving","TX","(972) 745-7002","https://www.randstadusa.com/local/tx/irving/3601-regent-boulevard?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=irving","google_places","https://maps.google.com/?cid=2668036711765561244&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T05:06:30.971Z"
"cmp-30044f6c","Luxor Staffing","3025 N Belt Line Rd, Irving, TX 75062, USA","Irving","TX","(972) 573-6180","http://www.luxorstaffing.com","google_places","https://maps.google.com/?cid=3845716722882093969&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T05:06:30.971Z"
"cmp-46e46568","Proman Staffing","3587 N Belt Line Rd, Irving, TX 75062, USA","Irving","TX","(972) 255-0141","https://www.promanstaffing.com","google_places","https://maps.google.com/?cid=14707963080583857064&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T05:06:30.971Z"
"cmp-03d8ae6d","Hjg Staffing (The Houston Jackson Group)","105 Decker Dr #930, Irving, TX 75062, USA","Irving","TX","(972) 717-3890","http://www.hjgstaffing.com","google_places","https://maps.google.com/?cid=6990431851224914866&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T05:06:30.971Z"
"ChIJc3z4qT6CToYRp6E2An9_nXM","Moa Staffing Inc.","3626 N Belt Line Rd, Irving, TX 75062","Irving","TX","(214) 214-9000","https://moalink.com","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJc3z4qT6CToYRp6E2An9_nXM","IT staffing","0.88","2026-04-24T05:06:30.972Z"
"ChIJJU7wwdQpTIYRJwDvo5ApBGE","Frontline Source Group","5605 N MacArthur Blvd #1000, Irving, TX 75038","Irving","TX","(469) 299-4747","https://www.frontlinesourcegroup.com/irving.html","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJJU7wwdQpTIYRJwDvo5ApBGE","IT staffing","0.88","2026-04-24T05:06:30.972Z"
"ChIJJVKh1hWCToYR5IUamIQdamk","Express Employment Professionals","4070 N Belt Line Rd Ste 126, Irving, TX 75038","Irving","TX","(972) 258-4981","https://www.expresspros.com/us-texas-irving-south","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJJVKh1hWCToYR5IUamIQdamk","IT staffing","0.88","2026-04-24T05:06:30.972Z"
"ChIJmf-hmZ2BToYRzZnmoCgta_8","Lone Star Staffing","1820 Valley View Ln #128, Irving, TX 75061","Irving","TX","(972) 790-2500","http://www.lonestarstaffing.biz","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJmf-hmZ2BToYRzZnmoCgta_8","IT staffing","0.88","2026-04-24T05:06:30.972Z"
"cmp-9f89aa70","Caterpillar Inc","5205 N O'Connor Blvd Ste. 100, Irving, TX 75039, USA","Irving","TX","(309) 675-1000","http://www.caterpillar.com","google_places","https://maps.google.com/?cid=14235900120348213599&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.021Z"
"cmp-e2364cb9","Brakebush Irving, Inc.","2230 E Union Bower Rd, Irving, TX 75061, USA","Irving","TX","(972) 554-0590","https://www.brakebush.com/?=GBPIrving","google_places","https://maps.google.com/?cid=2021057257115686080&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.021Z"
"cmp-49949f0a","Net Inc.","130 E John W Carpenter Fwy #125, Irving, TX 75062, USA","Irving","TX","(972) 999-4500","http://www.netincgroup.com","google_places","https://maps.google.com/?cid=15233681477721577931&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.021Z"
"cmp-bae215e1","Irving Cares","440 S Nursery Rd #101, Irving, TX 75060, USA","Irving","TX","(972) 721-9181","http://www.irvingcares.org","google_places","https://maps.google.com/?cid=1293955827112560863&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.021Z"
"cmp-d8b2a575","Nec Corporation Of America","5205 N O'Connor Blvd Suite 400, Irving, TX 75039, USA","Irving","TX","(214) 262-6000","https://www.necam.com","google_places","https://maps.google.com/?cid=11842655115213968934&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.021Z"
"cmp-9e784c49","Mart Construction","1503 Perry St, Irving, TX 75060, USA","Irving","TX","(972) 721-1522","https://www.martgc.com","google_places","https://maps.google.com/?cid=14480715159425454248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.021Z"
"cmp-4bee2a34","Burrus & Matthews, Inc","2221 Vanco Dr, Irving, TX 75061, USA","Irving","TX","(972) 438-8881","http://www.b-m.com","google_places","https://maps.google.com/?cid=6211950090348687319&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.021Z"
"cmp-de9f7b12","Careers Inc.","600 E John W Carpenter Fwy #273, Irving, TX 75062, USA","Irving","TX","(678) 431-4166","","google_places","https://maps.google.com/?cid=6975896901054423711&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.022Z"
"cmp-ae01dc9c","Shermco Industries Inc","2425 E Pioneer Dr, Irving, TX 75061, USA","Irving","TX","(972) 793-5523","https://shermco.com","google_places","https://maps.google.com/?cid=12201409180290978906&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.022Z"
"cmp-1d96aa97","Cmc","6565 N MacArthur Blvd, Irving, TX 75039, USA","Irving","TX","(214) 689-4300","http://www.cmc.com","google_places","https://maps.google.com/?cid=463948952412898885&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.022Z"
"cmp-4bfdadca","Alaniz Auto Ranch Inc","1802 E Irving Blvd, Irving, TX 75060, USA","Irving","TX","(972) 579-1451","http://www.alanizautoranch.com","google_places","https://maps.google.com/?cid=1805817749680909491&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.022Z"
"cmp-c6dea66d","Celanese Corporation","222 W Las Colinas Blvd. #900n, Irving, TX 75039, USA","Irving","TX","(972) 443-4000","https://www.celanese.com","google_places","https://maps.google.com/?cid=11938963173983271751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.035Z"
"cmp-6f0e4536","Ecis, Inc.","1303 W Walnut Hill Ln Suite 285, Irving, TX 75038, USA","Irving","TX","(214) 591-3100","http://ecis-engineering.com","google_places","https://maps.google.com/?cid=12616630004396822907&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.035Z"
"cmp-83a34e71","Gondola Adventures, Inc. - Irving","357 West Fork, Irving, TX 75039, USA","Irving","TX","(972) 506-8037","http://www.gondola.com","google_places","https://maps.google.com/?cid=17590567472736352883&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.035Z"
"cmp-62f4194d","Irving Counter Top Inc","101 N Irving Heights Dr, Irving, TX 75061, USA","Irving","TX","(972) 438-4343","https://www.irvingcountertop.com","google_places","https://maps.google.com/?cid=12693169376874887128&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.035Z"
"cmp-e973f09e","X-Press Bags Inc","707 Robbie Dr, Irving, TX 75061, USA","Irving","TX","(972) 513-9898","https://wheresmysuitcase.com","google_places","https://maps.google.com/?cid=9254500823033205164&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.035Z"
"cmp-ba48b391","Irving Cares, Inc. - Food Distribution Center","440 S Nursery Rd #101, Irving, TX 75060, USA","Irving","TX","(972) 721-9181","http://www.irvingcares.org","google_places","https://maps.google.com/?cid=18396603144707603574&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.035Z"
"cmp-69206bc1","Cbx Hydraulics Inc","2438 E Shady Grove Rd, Irving, TX 75060, USA","Irving","TX","(972) 438-8600","","google_places","https://maps.google.com/?cid=1889033035707973110&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Inc","0.94","2026-04-24T05:07:22.035Z"
"ChIJncXG08mcToYRqM9Ppm_oACE","Pam Transport Inc. Irving,Tx Terminal","2300 Time St, Irving, TX 75061","Irving","TX","(972) 445-1600","http://www.pamtransport.com","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJncXG08mcToYRqM9Ppm_oACE","Inc","0.88","2026-04-24T05:07:22.035Z"
"ChIJsTpLHIKBToYRNvI_cpAD71M","Itsutra Inc.","4425 W Airport Fwy #234, Irving, TX 75062","Irving","TX","(972) 887-5509","http://www.itsutra.com","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJsTpLHIKBToYRNvI_cpAD71M","Inc","0.88","2026-04-24T05:07:22.035Z"
"ChIJfXcYanaCToYR6fiWS0-_aP0","Ii Corp","1915 Westridge Dr, Irving, TX 75038","Irving","TX","","","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJfXcYanaCToYR6fiWS0-_aP0","Inc","0.88","2026-04-24T05:07:22.035Z"
"ChIJvSicir2CToYR3dq1RGtbYus","Vizient, Inc.","290 E John W Carpenter Fwy, Irving, TX 75062","Irving","TX","(972) 830-0000","https://www.vizientinc.com","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJvSicir2CToYR3dq1RGtbYus","Inc","0.88","2026-04-24T05:07:22.035Z"
"ChIJ0ZjQU8ScToYRLrB_GRGWaYY","North Texas Trucking Inc","1400 Maryland Dr, Irving, TX 75061","Irving","TX","(214) 904-0693","https://safer.fmcsa.dot.gov/query.asp?query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1932774","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ0ZjQU8ScToYRLrB_GRGWaYY","Inc","0.88","2026-04-24T05:07:22.035Z"
"ChIJD24lp8icToYRs0h6cK8C3DQ","Innovative Lighting Inc","2324 Hinton Dr, Irving, TX 75061","Irving","TX","(972) 721-1177","http://innovative-lighting.com","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJD24lp8icToYRs0h6cK8C3DQ","Inc","0.88","2026-04-24T05:07:22.035Z"
"ChIJCTASD8aCToYRxiTTUUQX8mQ","Driveline Retail Merchandising, Inc.","545 E John W Carpenter Fwy, Irving, TX 75062","Irving","TX","(888) 824-7505","","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJCTASD8aCToYRxiTTUUQX8mQ","Inc","0.88","2026-04-24T05:07:22.035Z"
"ChIJFynsfc-cToYRNqomUhF89OY","Cci Commercial Construction","2326 Peters Rd, Irving, TX 75061","Irving","TX","(972) 721-0800","http://cciconstruct.com","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJFynsfc-cToYRNqomUhF89OY","Inc","0.88","2026-04-24T05:07:22.035Z"
"ChIJn4ah69uDToYRKxJ-Ivlj8CI","Unique Environments Inc","3801 Conflans Rd, Irving, TX 75061","Irving","TX","","","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJn4ah69uDToYRKxJ-Ivlj8CI","Inc","0.88","2026-04-24T05:07:22.035Z"
"ChIJAQH23Hp9ToYRjbCDmezE_gs","Trend Micro, Inc","225 E John W Carpenter Fwy #1500, Irving, TX 75062","Irving","TX","(888) 762-8736","https://www.trendmicro.com","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJAQH23Hp9ToYRjbCDmezE_gs","Inc","0.88","2026-04-24T05:07:22.035Z"
"ChIJF9n5fHWDToYRFaTjHx8Hzvc","Sees, Inc Texas","205 Sharon St, Irving, TX 75061","Irving","TX","(800) 526-0026","http://www.seesinc.com","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJF9n5fHWDToYRFaTjHx8Hzvc","Inc","0.88","2026-04-24T05:07:22.035Z"
"cmp-00676187","It Consulting & Staffing","","Irving","TX","","https://www.itsutra.com/about","fallback_search","https://www.itsutra.com/about","Inc","0.72","2026-04-24T05:07:22.035Z"
"cmp-e78e391f","Idr Inc","","Irving","TX","","https://www.idr-inc.com","fallback_search","https://www.idr-inc.com/","Inc","0.78","2026-04-24T05:07:22.035Z"
"cmp-9b62602a","E-Consulting Inc.","","Irving","TX","","https://e-consultinginc.com/under-construction","fallback_search","https://e-consultinginc.com/under-construction/","Inc","0.86","2026-04-24T05:07:22.035Z"
"cmp-4795ff9c","Frontlinesourcegroup","","Irving","TX","","https://www.frontlinesourcegroup.com/irving-information-technology-staffing-agency.html","fallback_search","https://www.frontlinesourcegroup.com/irving-information-technology-staffing-agency.html","Inc","0.72","2026-04-24T05:07:22.035Z"
"cmp-1f0ebc75","Romack Inc","","Irving","TX","","https://romackinc.com","fallback_search","https://romackinc.com/","Inc","0.78","2026-04-24T05:07:22.035Z"
"cmp-7a630fb8","Smartdw","","Irving","TX","","https://smartdw.ai","fallback_search","https://smartdw.ai/","Inc","0.78","2026-04-24T05:07:22.035Z"
"cmp-c6f34133","E-Consulting Inc: Contact Details And Business Profile","","Irving","TX","","https://rocketreach.co/e-consulting-inc-profile_b46ede59fc5c6f7a","fallback_search","https://rocketreach.co/e-consulting-inc-profile_b46ede59fc5c6f7a","Inc","0.86","2026-04-24T05:07:22.035Z"
"cmp-71ce5360","Neutrosys Inc","5605 N MacArthur Blvd 10th floor, Irving, TX 75038, USA","Irving","TX","(214) 382-6161","http://www.neutrosys.com","google_places","https://maps.google.com/?cid=6868284734191244603&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Neutrosys","0.94","2026-04-24T05:07:55.732Z"
"cmp-1b6c50dd","The Ranch At Las Colinas","857 W John Carpenter Fwy, Irving, TX 75039, USA","Irving","TX","(972) 506-7262","http://theranchlc.com","google_places","https://maps.google.com/?cid=5431108479403021717&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.973Z"
"cmp-dbb1a27f","Monaco","Building 3, 5238 N O'Connor Blvd #134, Irving, TX 75039, USA","Irving","TX","(972) 798-4800","http://themonacorestaurant.com","google_places","https://maps.google.com/?cid=28662295938538079&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.973Z"
"cmp-fe882c55","Yard House","320 W Las Colinas Blvd., Irving, TX 75039, USA","Irving","TX","(214) 496-0151","https://www.yardhouse.com/locations/tx/irving/las-colinas-toyota-music-factory/8367?cmpid=br:yh_ag:ie_ch:loc_ca:YHGMB_sn:gmb_gt:irving-tx-8367_pl:locurl_rd:1063","google_places","https://maps.google.com/?cid=3582903861985702747&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.973Z"
"cmp-ea1c0763","Whiskey Cake Las Colinas","3225 Regent Blvd, Irving, TX 75063, USA","Irving","TX","(469) 941-2253","https://whiskeycake.com","google_places","https://maps.google.com/?cid=11980971275799542605&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.973Z"
"cmp-61b1714b","Tupelo Honey Southern Kitchen & Bar","5981 High Point Dr Suite 160, Irving, TX 75038, USA","Irving","TX","(972) 573-3189","https://tupelohoneycafe.com/?olonwp=z17TA_tz20aL5UmKf8LjMg","google_places","https://maps.google.com/?cid=14653589117848840635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.973Z"
"cmp-9f4a31b5","Thirsty Lion","350 W Las Colinas Blvd., Irving, TX 75039, USA","Irving","TX","(214) 496-0400","https://www.thirstylionrestaurant.com","google_places","https://maps.google.com/?cid=3211644634390635766&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.973Z"
"cmp-eff84573","Hudson House","5904 N MacArthur Blvd, Irving, TX 75039, USA","Irving","TX","(214) 217-0063","https://www.hudsonhouse.com","google_places","https://maps.google.com/?cid=15720144798703188769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.973Z"
"cmp-77a8c3df","Cork & Pig Tavern Las Colinas","5224 N O'Connor Blvd, Irving, TX 75039, USA","Irving","TX","(972) 364-7412","http://corkandpig.com","google_places","https://maps.google.com/?cid=1432905716299882925&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.973Z"
"cmp-54538fea","Cheddar'S Scratch Kitchen","700 W Lyndon B Johnson Fwy, Irving, TX 75063, USA","Irving","TX","(972) 409-0300","https://www.cheddars.com/locations/tx/irving/irving-macarthur-blvd/2014?cmpid=br:csk_ag:ie_ch:loc_ca:CSKGMB_sn:gmb_gt:irving-tx-2014_pl:locurl_rd:1009","google_places","https://maps.google.com/?cid=8426814076968053702&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.973Z"
"cmp-34a99e44","The Constellation Club","5215 N O'Connor Blvd Suite 2600, Irving, TX 75039, USA","Irving","TX","(972) 869-2266","https://www.invitedclubs.com/clubs/the-constellation-club","google_places","https://maps.google.com/?cid=10587777184262250038&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.973Z"
"cmp-c7b793f9","Fire Rodeo Grill Churascaria","137 S Main St, Irving, TX 75060, USA","Irving","TX","(972) 259-2939","","google_places","https://maps.google.com/?cid=4471539723229795094&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.973Z"
"cmp-b2afdb7d","Kleo Restaurant & Pool Garden","455 E John W Carpenter Fwy, Irving, TX 75062, USA","Irving","TX","(469) 565-3179","https://hotelindigolascolinas.com/dining/kleo","google_places","https://maps.google.com/?cid=11933500067744517602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.973Z"
"cmp-828aa5a6","Pacific Table","5238 N O'Connor Blvd #136, Irving, TX 75039, USA","Irving","TX","(972) 957-7620","https://www.pacifictable.com","google_places","https://maps.google.com/?cid=2515055095773971470&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.973Z"
"cmp-5232d31f","Sanjh Restaurant & Bar","5250 N O'Connor Blvd Suite 146, Irving, TX 75039, USA","Irving","TX","(972) 239-1800","https://sanjhrestaurant.com","google_places","https://maps.google.com/?cid=2416486024577207557&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.974Z"
"cmp-ae0f6c80","Peak Restaurant & Bar","3401 W Airport Fwy #110, Irving, TX 75062, USA","Irving","TX","(469) 647-5500","http://peakirving.com","google_places","https://maps.google.com/?cid=13501329195693965114&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.974Z"
"cmp-88b38a46","La Estancia Steak House","3644 Irving Mall, Irving, TX 75062, USA","Irving","TX","(972) 600-8181","","google_places","https://maps.google.com/?cid=10849690518289423766&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.974Z"
"cmp-a542fb2c","Via Real Restaurant","4020 N MacArthur Blvd Suite 100, Irving, TX 75038, USA","Irving","TX","(972) 650-9001","http://www.viareal.com","google_places","https://maps.google.com/?cid=17216172785218282246&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.974Z"
"cmp-80aea808","Knife Italian Steak","4150 N MacArthur Blvd, Irving, TX 75038, USA","Irving","TX","(972) 717-2420","https://www.knifeitalian.com/?scid=feed67b0-9a2f-4de1-8df6-114544116108","google_places","https://maps.google.com/?cid=2530166798008023954&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.974Z"
"cmp-6f147578","Mexican Sugar","3215 Regent Blvd, Irving, TX 75063, USA","Irving","TX","(469) 313-1300","https://www.mexicansugarcocina.com","google_places","https://maps.google.com/?cid=14189029484048424535&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.974Z"
"cmp-6f1f06c6","The Reserve - Las Colinas","5910 N MacArthur Blvd Suite 121, Irving, TX 75039, USA","Irving","TX","(469) 206-6898","https://tt-thereserve.com/thereservelascolinas-u5plkl?utm_source=google","google_places","https://maps.google.com/?cid=1325645105596143521&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","restaurant","0.94","2026-04-24T05:10:12.974Z"
"ChIJK-4W7NopTIYRsc1l6iNskYo","New York Eats (Irving)","3341 Regent Blvd #150, Irving, TX 75063","Irving","TX","(469) 844-0266","https://www.newyorkeats.net","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJK-4W7NopTIYRsc1l6iNskYo","restaurant","0.88","2026-04-24T05:10:12.974Z"
"ChIJZSp3sg2BToYRQZJa9LTk6Js","Spot Bar And Kitchen","2000 Esters Rd Suite 208, Irving, TX 75061","Irving","TX","(469) 276-7645","http://spotbarandkitchen.com","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJZSp3sg2BToYRQZJa9LTk6Js","restaurant","0.88","2026-04-24T05:10:12.974Z"
"ChIJJcfBMQCDToYRsQ0nM2xAIWU","Mariscos El Viejon Seafood And Bar","2950 N Belt Line Rd, Irving, TX 75062","Irving","TX","(469) 565-2032","https://elviejonseafoodrestaurant.com","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJJcfBMQCDToYRsQ0nM2xAIWU","restaurant","0.88","2026-04-24T05:10:12.975Z"
"ChIJgTeaxkApTIYRr3VqKjGORKQ","Tavern On Meridian","1311 Meridian Dr, Irving, TX 75038","Irving","TX","(945) 523-9190","https://thetaverncollective.com/locations/las-colinas","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJgTeaxkApTIYRr3VqKjGORKQ","restaurant","0.88","2026-04-24T05:10:12.975Z"
"ChIJuwspz0soTIYRLVZNAcuzqhc","Lamberti’S Ristorante - Macarthur","7701 N MacArthur Blvd, Irving, TX 75063","Irving","TX","(972) 506-3000","http://www.lambertiristorante.com","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJuwspz0soTIYRLVZNAcuzqhc","restaurant","0.88","2026-04-24T05:10:12.979Z"
"ChIJ5xlFuLKDToYRLXyzmsSO-sM","Vila Brazil","2315 W Airport Fwy, Irving, TX 75062","Irving","TX","(972) 607-4224","http://www.vilabrazil.com","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ5xlFuLKDToYRLXyzmsSO-sM","restaurant","0.88","2026-04-24T05:10:12.979Z"
"ChIJj4SbrXCDToYRhw3Kw7m8QLU","Cafe Y Tequila Mexican Restaurant In Irving Tx","Cafe Y Tequila, 422 W Pioneer Dr, Irving, TX 75061","Irving","TX","(469) 647-5414","https://cafeytequilamexicanrestaurant.com","serp_api","https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJj4SbrXCDToYRhw3Kw7m8QLU","restaurant","0.88","2026-04-24T05:10:12.979Z"
"cmp-eb23f5a2","Resultant","","Irving","TX","","https://resultant.com/irving-it-consulting","fallback_search","https://resultant.com/irving-it-consulting/","restaurant","0.72","2026-04-24T05:10:12.979Z"
"cmp-f9a72278","Abba Staffing & Consulting","","Irving","TX","","https://www.abbastaffing.com","fallback_search","https://www.abbastaffing.com/","restaurant","0.64","2026-04-24T05:10:12.980Z"
"cmp-a3aea1d8","Insightglobal","","Irving","TX","","https://insightglobal.com/locations/texas/staffing-agency-irving-tx","fallback_search","https://insightglobal.com/locations/texas/staffing-agency-irving-tx/","restaurant","0.72","2026-04-24T05:10:12.980Z"
